# Construct											
#OTU ID	W1	F1	F2	W2	taxonomy						
Otu4944	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu1288	2	2	0	5	Bacteria	 Bacteroidetes					
Otu1289	0	1	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu4945	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	
Otu4946	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu4947	0	16	8	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Geobacillus	 Geobacillus_caldoxylosilyticus
Otu4948	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu2748	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto	 Clostridium_carboxidivorans
Otu2749	0	12	3	2	Bacteria						
Otu7998	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu4949	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae		
Otu2744	0	1	0	0	Bacteria						
Otu2745	1	4	4	9	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Caulobacteraceae	 Phenylobacterium	 Phenylobacterium_lituiforme
Otu2746	2	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Caulobacterales	 Hyphomonadaceae		
Otu2747	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu2740	3	0	0	3	Bacteria						
Otu2741	0	0	1	0	Bacteria						
Otu2742	1	1	0	0	Bacteria	 Bacteroidetes					
Otu2743	19	0	1	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu4357	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Sphingobacterium	
Otu1138	0	4	8	0	Bacteria	 Proteobacteria					
Otu1139	4	1	2	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Terrimonas	
Otu1136	4	8	1	4	Bacteria	 Acidobacteria	 Acidobacteria_Gp10	 Unclassified	 Unclassified	 Gp10	
Otu1137	2	6	4	1	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales			
Otu1134	1	7	8	3	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Myxococcaceae	 Aggregicoccus	 Aggregicoccus_edonensis
Otu1135	2	0	4	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Cystobacteraceae	 Anaeromyxobacter	 Anaeromyxobacter_dehalogenans
Otu1132	1	5	12	0	Bacteria						
Otu1133	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	 Geobacter_argillaceus
Otu1130	1	0	0	0	Bacteria						
Otu1131	0	2	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Alphaproteobacteria_incertae_sedis	 Unclassified	 Rhizomicrobium	 Rhizomicrobium_electricum
Otu7196	0	0	0	1	Bacteria						
Otu7197	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp2	 Unclassified	 Unclassified	 Gp2	
Otu7194	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Taibaiella	
Otu7195	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae	 Clostridium_sensu_stricto	 Clostridium_oryzae
Otu7192	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	 uncultivated_soil
Otu7193	0	0	0	0	Bacteria						
Otu7190	1	0	0	0	Bacteria						
Otu7191	1	0	0	2	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu7198	0	1	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Singulisphaera	
Otu7199	0	0	0	0	Bacteria						
Otu5903	0	0	0	0	Bacteria						
Otu5902	0	1	0	0	Bacteria						
Otu5901	0	0	0	3	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5900	0	1	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp17	 Unclassified	 Unclassified	 Gp17	
Otu5907	0	0	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae		
Otu5906	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae		
Otu5905	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu5904	0	0	0	0	Bacteria						
Otu5909	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales	 Geobacteraceae	 Geobacter	
Otu5908	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu4351	12	0	1	18	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu703	1	13	17	0	Bacteria	 Chloroflexi	 Thermomicrobia	 Sphaerobacterales	 Sphaerobacteraceae	 Sphaerobacter	 Sphaerobacter_thermophilus
Otu702	0	7	3	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Alphaproteobacteria_incertae_sedis	 Unclassified	 Geminicoccus	 Geminicoccus_roseus
Otu701	0	17	18	1	Bacteria						
Otu700	1	1	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu707	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae		
Otu254	14	26	30	7	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardioidaceae	 Marmoricola	 Marmoricola_aequoreus
Otu705	0	2	0	2	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae	 Chondromyces	
Otu704	1	4	7	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp18	 Unclassified	 Unclassified	 Gp18	
Otu259	0	0	1	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu258	8	8	16	4	Bacteria	 Acidobacteria	 Acidobacteria_Gp17	 Unclassified	 Unclassified	 Gp17	
Otu709	0	4	10	0	Bacteria	 Latescibacteria	 Unclassified	 Unclassified	 Unclassified	 Latescibacteria	
Otu708	0	1	3	0	Bacteria						
Otu4350	9	0	0	4	Bacteria						
Otu6245	0	1	1	0	Bacteria						
Otu6244	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
Otu6247	0	0	0	0	Bacteria	 Proteobacteria					
Otu6246	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Thermoactinomycetaceae	 Melghirimyces	 Melghirimyces_thermohalophilus
Otu6241	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu6240	0	3	1	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu6243	0	0	0	0	Bacteria	 Planctomycetes	 Phycisphaerae	 Phycisphaerales	 Phycisphaeraceae	 Phycisphaera	 Phycisphaera_mikurensis
Otu6242	1	0	0	0	Bacteria						
Otu6249	0	0	2	0	Bacteria	 Actinobacteria	 Actinobacteria				
Otu6248	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales			
Otu3192	0	0	0	0	Bacteria						
Otu3193	0	0	2	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu3190	1	0	1	1	Bacteria	 Actinobacteria	 Actinobacteria	 Acidimicrobiales	 Acidimicrobiaceae	 Ilumatobacter	 Ilumatobacter_fluminis
Otu3191	0	1	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Nannocystaceae	 Pseudenhygromyxa	 Pseudenhygromyxa_salsuginis
Otu3196	15	2	0	15	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Sandaracinaceae	 Sandaracinus	 Sandaracinus_amylolyticus
Otu3197	0	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales	 Patulibacteraceae	 Patulibacter	 Patulibacter_minatonensis
Otu3194	1	1	0	1	Bacteria						
Otu3195	0	0	0	0	Bacteria						
Otu3198	0	0	0	0	Bacteria	 Chloroflexi					
Otu3199	0	0	0	0	Bacteria	 Fibrobacteres	 Fibrobacteria	 Fibrobacterales	 Fibrobacteraceae	 Fibrobacter	 Fibrobacter_intestinalis
Otu879	6	1	0	0	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu878	8	5	7	6	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae		
Otu6108	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu6109	2	2	0	2	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu6102	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu6103	2	1	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp2	 Unclassified	 Unclassified	 Gp2	
Otu6100	0	0	0	0	Bacteria	 Firmicutes	 Negativicutes	 Selenomonadales	 Veillonellaceae		
Otu6101	0	1	2	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu6106	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu6107	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
Otu6104	0	0	0	1	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu6105	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu3998	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu3999	0	0	0	0	Bacteria						
Otu3992	0	0	0	0	Bacteria	 Cyanobacteria	 Cyanobacteria	 Unclassified	 Family_I	 GpI	
Otu3993	5	3	5	3	Bacteria	 Proteobacteria					
Otu3990	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu3991	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu3996	0	0	0	0	Bacteria						
Otu3997	1	0	0	0	Bacteria	 Verrucomicrobia	 Spartobacteria	 Unclassified	 Unclassified	 Spartobacteria	 Chthoniobacter_flavus
Otu3994	0	0	0	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu3995	0	0	0	0	Bacteria						
Otu7537	0	0	0	0	Bacteria	 Bacteroidetes	 Cytophagia	 Cytophagales	 Flammeovirgaceae		
Otu5387	1	0	0	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Nocardioidaceae	 Nocardioides	 Nocardioides_hungaricus
Otu1734	4	0	0	5	Bacteria						
Otu1735	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu1736	0	7	9	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Symbiobacterium	 Symbiobacterium_ostreiconchae
Otu1737	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiaceae_2	 Natronincola	 Natronincola_peptidivorans
Otu1730	0	0	0	0	Bacteria						
Otu1731	0	1	2	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Prosthecomicrobium	 Prosthecomicrobium_hirschii
Otu1732	0	0	2	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Parasegetibacter	 Parasegetibacter_terrae
Otu1733	0	2	4	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu1738	0	0	1	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu1739	1	2	3	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
Otu5749	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp4	 Unclassified	 Unclassified	 Gp4	
Otu5748	0	0	0	0	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales	 Ktedonobacteraceae	 Ktedonobacter	 Ktedonobacter_racemifer
Otu5299	5	15	18	11	Bacteria	 Nitrospirae	 Nitrospira	 Nitrospirales	 Nitrospiraceae	 Nitrospira	 Nitrospira_moscoviensis
Otu5298	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Cryomorphaceae	 Fluviicola	 Fluviicola_hefeinensis
Otu5293	13	6	2	26	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Acetobacteraceae		
Otu5292	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Candidatus_Brocadiales	 Candidatus_Brocadiaceae		
Otu5291	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu5290	0	0	0	0	Bacteria						
Otu5297	0	0	1	0	Bacteria	 Chloroflexi					
Otu5296	0	0	0	5	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Singulisphaera	 Singulisphaera_rosea
Otu5295	0	0	0	0	Bacteria						
Otu5294	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Lachnospiraceae	 Clostridium_XlVa	
Otu1459	6	6	1	15	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu1458	1	0	0	3	Bacteria	 Firmicutes					
Otu1451	0	5	6	0	Bacteria	 Chloroflexi					
Otu1450	0	2	4	0	Bacteria	 Chloroflexi	 Thermomicrobia	 Sphaerobacterales	 Sphaerobacteraceae		
Otu1453	2	12	13	1	Bacteria						
Otu1452	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Sphingobacteriaceae	 Pedobacter	
Otu1455	0	0	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Ferruginibacter	
Otu1454	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu1457	28	2	4	18	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu1456	0	3	3	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu7679	2	0	0	1	Bacteria	 Chloroflexi					
Otu7678	0	0	0	0	Bacteria	 Acidobacteria	 Holophagae	 Holophagales	 Holophagaceae	 Geothrix	 Geothrix_fermentans
Otu7673	0	0	1	0	Bacteria	 Proteobacteria					
Otu7672	0	0	0	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu7671	0	0	0	0	Bacteria						
Otu7670	0	0	0	0	Bacteria						
Otu7677	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Tepidimicrobium	
Otu7676	3	0	0	0	Bacteria						
Otu7675	0	0	0	0	Bacteria						
Otu7674	0	0	0	0	Bacteria						
Otu5125	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu5124	28	4	2	14	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5127	0	0	0	1	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Taibaiella	
Otu5126	0	2	2	0	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu5121	1	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae		
Otu5120	0	0	0	0	Bacteria						
Otu5123	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Clostridiales	 Symbiobacterium	
Otu5122	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Paenibacillaceae	 Paenibacillus	
Otu5129	2	7	15	5	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales			
Otu5128	0	1	0	1	Bacteria	 Bacteroidetes	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Bacteroides	
Otu7823	0	0	0	0	Bacteria	 Firmicutes					
Otu4654	0	1	1	0	Bacteria	 Firmicutes					
Otu3603	0	0	0	0	Bacteria	 Firmicutes	 Clostridia				
Otu3600	0	0	0	0	Bacteria	 Bacteroidetes	 Flavobacteriia	 Flavobacteriales	 Flavobacteriaceae	 Flavobacterium	
Otu3601	5	0	0	2	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu3606	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu4651	11	0	0	4	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales			
Otu4652	6	5	3	7	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales			
Otu4653	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae		
Otu3608	0	0	0	0	Bacteria						
Otu3609	3	2	1	1	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae	 Jahnella	 Jahnella_thaxteri
Otu4658	0	0	0	0	Bacteria						
Otu4659	0	0	0	0	Bacteria	 Bacteroidetes					
Otu4041	0	8	5	0	Bacteria						
Otu4040	3	3	6	1	Bacteria	 Actinobacteria	 Actinobacteria	 Gaiellales	 Gaiellaceae	 Gaiella	 Gaiella_occulta
Otu4043	0	0	0	3	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu4042	0	0	0	0	Bacteria						
Otu4045	2	1	4	0	Bacteria						
Otu4044	0	1	1	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu4047	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Desulfuromonadales			
Otu4046	0	0	1	0	Bacteria						
Otu116	29	33	31	50	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu117	1	99	84	0	Bacteria	 Actinobacteria	 Actinobacteria	 Solirubrobacterales	 Conexibacteraceae	 Conexibacter	 Conexibacter_arvalis
Otu114	6	26	16	16	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu115	15	2	3	1	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu112	20	12	5	19	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu113	6	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Rhodomicrobium	 Rhodomicrobium_vannielii
Otu110	5	162	181	5	Bacteria	 Actinobacteria					
Otu111	3	0	2	2	Bacteria						
Otu118	4	15	16	6	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales			
Otu119	17	1	8	20	Bacteria	 Proteobacteria	 Betaproteobacteria				
Otu2551	0	2	1	0	Bacteria	 Firmicutes	 Clostridia				
Otu2550	0	0	0	0	Bacteria						
Otu2553	1	0	0	1	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2552	0	0	0	0	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae		
Otu2555	1	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu2554	0	1	3	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales			
Otu2557	0	0	0	0	Bacteria						
Otu2556	2	0	0	2	Bacteria	 Gemmatimonadetes	 Gemmatimonadetes	 Gemmatimonadales	 Gemmatimonadaceae	 Gemmatimonas	 Gemmatimonas_aurantiaca
Otu2559	13	0	0	5	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu2558	0	4	2	3	Bacteria						
Otu1929	2	7	7	0	Bacteria						
Otu1928	0	15	23	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Thermomonosporaceae	 Actinocorallia	 Actinocorallia_libanotica
Otu1921	2	1	1	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales	 Hyphomicrobiaceae	 Devosia	
Otu1920	2	0	1	2	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu1923	2	1	6	3	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Polyangiaceae		
Otu1922	2	1	0	1	Bacteria	 Planctomycetes	 Phycisphaerae	 Tepidisphaerales	 Tepidisphaeraceae	 Tepidisphaera	 Tepidisphaera_mucosa
Otu1925	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu1924	0	2	0	0	Bacteria	 Latescibacteria	 Unclassified	 Unclassified	 Unclassified	 Latescibacteria	
Otu1927	0	0	2	0	Bacteria						
Otu1926	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales	 Kofleriaceae	 Kofleria	 Kofleria_flava
Otu2876	0	4	2	0	Bacteria						
Otu2877	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodobacterales	 Rhodobacteraceae	 Rhodobacter	
Otu2160	0	0	0	1	Bacteria	 Proteobacteria	 Betaproteobacteria	 Burkholderiales	 Comamonadaceae	 Acidovorax	 Acidovorax_radicis
Otu2161	0	1	0	0	Bacteria	 Armatimonadetes	 Chthonomonadetes	 Chthonomonadales	 Chthonomonadaceae	 Chthonomonas	
Otu2162	1	0	1	0	Bacteria	 Chloroflexi					
Otu2163	0	0	0	0	Bacteria	 Firmicutes	 Bacilli	 Bacillales	 Bacillaceae	 Bacillus	
Otu2164	0	1	0	0	Bacteria	 Chloroflexi	 Anaerolineae	 Anaerolineales	 Anaerolineaceae		
Otu2165	0	0	0	0	Bacteria						
Otu2166	0	0	3	0	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	 Streptococcus_salivarius
Otu2167	0	1	0	0	Bacteria	 Proteobacteria					
Otu2168	0	0	0	0	Bacteria	 Acidobacteria	 Acidobacteria_Gp6	 Unclassified	 Unclassified	 Gp6	
Otu2169	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu2878	0	1	0	0	Bacteria	 Bacteroidetes	 Sphingobacteriia	 Sphingobacteriales	 Chitinophagaceae	 Segetibacter	 Segetibacter_aerophilus
Otu6818	0	0	0	0	Bacteria						
Otu2879	0	0	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Pseudomonadaceae	 Permianibacter	 Permianibacter_aggregans
Otu7419	0	0	0	0	Bacteria	 Proteobacteria					
Otu6819	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria				
Otu7418	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Ruminococcaceae		
Otu6576	0	0	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Myxococcales			
Otu7417	0	1	0	0	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Pseudomonadales	 Moraxellaceae	 Acinetobacter	 Acinetobacter_lwoffii
Otu7416	1	0	0	1	Bacteria						
Otu4442	0	0	0	0	Bacteria						
Otu7415	0	7	3	0	Bacteria	 Actinobacteria	 Actinobacteria	 Actinomycetales	 Micrococcaceae	 Arthrobacter	 Arthrobacter_ramosus
Otu2134	0	0	0	0	Bacteria	 Candidatus_Saccharibacteria	 Unclassified	 Unclassified	 Unclassified	 Saccharibacteria	
Otu7413	0	0	0	0	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales			
Otu8003	0	0	0	0	Bacteria	 Proteobacteria	 Oligoflexia	 Oligoflexales	 Oligoflexaceae	 Oligoflexus	 Oligoflexus_tunisiensis
Otu7412	0	0	0	0	Bacteria						
Otu8002	0	0	0	0	Bacteria						
Otu7411	0	0	0	1	Bacteria	 Proteobacteria	 Gammaproteobacteria				
Otu8005	0	0	0	0	Bacteria	 Planctomycetes	 Phycisphaerae				
Otu7410	0	3	0	0	Bacteria						
Otu8004	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhodospirillales	 Rhodospirillaceae		
Otu3387	0	5	2	0	Bacteria						
Otu3386	2	14	6	1	Bacteria	 Acidobacteria	 Acidobacteria_Gp3	 Unclassified	 Unclassified	 Gp3	
Otu3385	0	0	0	0	Bacteria	 Proteobacteria					
Otu3384	0	0	0	1	Bacteria						
Otu3383	0	2	0	0	Bacteria	 Proteobacteria	 Deltaproteobacteria	 Bdellovibrionales	 Bdellovibrionaceae	 Vampirovibrio	 Vampirovibrio_chlorellavorus
Otu4862	0	0	0	0	Bacteria						
Otu3381	0	0	0	0	Bacteria	 Parcubacteria	 Unclassified	 Unclassified	 Unclassified	 Parcubacteria	
Otu4860	1	0	0	1	Bacteria						
Otu6817	3	0	0	5	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu7936	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Eubacteriaceae	 Garciella	 Garciella_nitratireducens
Otu3389	1	0	0	1	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae	 Aquisphaera	 Aquisphaera_giovannonii
Otu3388	0	0	0	0	Bacteria	 Firmicutes	 Clostridia				
Otu7937	0	0	0	1	Bacteria	 Planctomycetes	 Planctomycetia	 Planctomycetales	 Planctomycetaceae		
Otu7930	0	0	0	2	Bacteria						
Otu7931	1	0	0	0	Bacteria	 Chloroflexi	 Ktedonobacteria	 Ktedonobacterales			
Otu7932	0	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria				
Otu7933	0	0	0	0	Bacteria						
Otu6719	0	0	0	0	Bacteria						
Otu6718	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Peptococcaceae_2	 Desulfotomaculum	
Otu6717	0	0	0	0	Bacteria	 Firmicutes	 Clostridia	 Clostridiales	 Unclassified	 Natranaerovirga	 Natranaerovirga_hydrolytica
Otu6716	1	0	0	0	Bacteria						
Otu6715	1	0	0	0	Bacteria	 Proteobacteria	 Alphaproteobacteria	 Rhizobiales			
Otu6714	1	1	0	2	Bacteria	 Armatimonadetes	 Chthonomonadetes	 Chthonomonadales	 Chthonomonadaceae	 Chthonomonas	
Otu6713	0	1	1	0	Bacteria	 Armatimonadetes	 Unclassified	 Unclassified	 Unclassified	 Armatimonadetes_gp4	
